group:memory__chart,"dram__bytes_read.sum,dram__bytes_read.sum.pct_of_peak_sustained_elapsed,dram__bytes_read.sum.per_second,dram__bytes_write.sum,dram__bytes_write.sum.pct_of_peak_sustained_elapsed,dram__bytes_write.sum.per_second,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes.sum,l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes.sum.per_second,l1tex__m_xbar2l1tex_read_bytes.sum,l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_bytes.sum.per_second,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_texture.sum,l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_sector_hit_rate.pct,lts__average_gcomp_input_sector_success_rate.pct,lts__average_gcomp_output_sector_compression_achieved_rate.ratio,lts__gcomp_input_sectors.sum,lts__gcomp_input_sectors.sum.pct_of_peak_sustained_elapsed,lts__gcomp_input_sectors.sum.per_second,lts__gcomp_output_sectors.sum,lts__gcomp_output_sectors.sum.pct_of_peak_sustained_elapsed,lts__gcomp_output_sectors.sum.per_second,lts__t_sector_hit_rate.pct,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum.per_second,lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_read.sum,lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_write.sum,sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum,sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed,sm__sass_l1tex_data_bytes_write_pipe_lsu_mem_shared_op_ldgsts_cache_access.sum.per_second,sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum,sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed,sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.per_second,sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum,sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum.pct_of_peak_sustained_elapsed,smsp__cycles_elapsed.sum,smsp__inst_executed_op_generic_atom_dot_alu.sum,smsp__inst_executed_op_generic_atom_dot_alu.sum.pct_of_peak_sustained_elapsed,smsp__inst_executed_op_generic_atom_dot_cas.sum,smsp__inst_executed_op_generic_atom_dot_cas.s..."
group:memory__dram_table,"dram__bytes_read.sum,dram__bytes_read.sum.pct_of_peak_sustained_elapsed,dram__bytes_read.sum.per_second,dram__bytes_write.sum,dram__bytes_write.sum.pct_of_peak_sustained_elapsed,dram__bytes_write.sum.per_second,dram__sectors_read.sum,dram__sectors_write.sum"
group:memory__first_level_cache_table,"l1tex__lsu_writeback_active_mem_lg.sum,l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum,l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests_pipe_tex_mem_texture.sum,l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct,l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct,l1tex__t_sector_pipe_tex_mem_surface_op_atom_..."
group:memory__l2_cache_evict_policy_table,"lts__t_sectors_evict_first_lookup_hit.sum,lts__t_sectors_evict_first_lookup_miss.sum,lts__t_sectors_evict_last_lookup_hit.sum,lts__t_sectors_evict_last_lookup_miss.sum,lts__t_sectors_evict_normal_demote_lookup_hit.sum,lts__t_sectors_evict_normal_demote_lookup_miss.sum,lts__t_sectors_evict_normal_lookup_hit.sum,lts__t_sectors_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum"
group:memory__l2_cache_table,"lts__t_requests.sum,lts__t_requests_srcunit_tex.sum,lts__t_requests_srcunit_tex_op_atom_dot_alu.sum,lts__t_requests_srcunit_tex_op_atom_dot_cas.sum,lts__t_requests_srcunit_tex_op_read.sum,lts__t_requests_srcunit_tex_op_red.sum,lts__t_requests_srcunit_tex_op_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors.avg.peak_sustained,lts__t_sectors.avg.per_cycle_elapsed,lts__t_sectors.sum,lts__t_sectors.sum.per_second,lts__t_sectors_aperture_device_lookup_miss.sum,lts__t_sectors_aperture_peer_lookup_miss.sum,lts__t_sectors_aperture_sysmem_lookup_miss.sum,lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_data_ecc.avg.peak_sustained,lts__t_sectors_data_ecc.avg.per_cycle_elapsed,lts__t_sectors_data_ecc.sum,lts__t_sectors_data_ecc.sum.per_second,lts__t_sectors_lookup_hit.sum,lts__t_sectors_lookup_miss.sum,lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex.avg.peak_sustained,lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex.sum,lts__t_sectors_srcunit_tex.sum.per_second,lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum,lts__t_sectors_srcunit_tex_lookup_hit.sum,lts__t_sectors_srcunit_tex_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum,lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second,lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum,lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second,lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_read.sum,lts__t_sectors_srcunit_tex_op_read.sum.per_second,lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_red.sum,lts__t_sectors_srcunit_tex_op_red.sum.per_second,lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained,lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed,lts__t_sectors_srcunit_tex_op_write.sum,lts__t_sectors_srcunit_tex_op_write.sum.per_second,lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum"
group:memory__shared_table,"l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,smsp__inst_executed_op_ldgsts.sum,smsp__inst_executed_op_ldsm.sum,smsp__inst_executed_op_shared_atom.sum,smsp__sass_inst_executed_op_shared_ld.sum,smsp__sass_inst_executed_op_shared_st.sum,smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_ldgsts.sum,smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum.pct_of_peak_sustained_elapsed,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum,smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed"
group:smsp__pcsamp_warp_stall_reasons,"smsp__pcsamp_warps_issue_stalled_barrier,smsp__pcsamp_warps_issue_stalled_branch_resolving,smsp__pcsamp_warps_issue_stalled_dispatch_stall,smsp__pcsamp_warps_issue_stalled_drain,smsp__pcsamp_warps_issue_stalled_imc_miss,smsp__pcsamp_warps_issue_stalled_lg_throttle,smsp__pcsamp_warps_issue_stalled_long_scoreboard,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle,smsp__pcsamp_warps_issue_stalled_membar,smsp__pcsamp_warps_issue_stalled_mio_throttle,smsp__pcsamp_warps_issue_stalled_misc,smsp__pcsamp_warps_issue_stalled_no_instructions,smsp__pcsamp_warps_issue_stalled_not_selected,smsp__pcsamp_warps_issue_stalled_selected,smsp__pcsamp_warps_issue_stalled_short_scoreboard,smsp__pcsamp_warps_issue_stalled_sleeping,smsp__pcsamp_warps_issue_stalled_tex_throttle,smsp__pcsamp_warps_issue_stalled_wait"
group:smsp__pcsamp_warp_stall_reasons_not_issued,"smsp__pcsamp_warps_issue_stalled_barrier_not_issued,smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued,smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued,smsp__pcsamp_warps_issue_stalled_drain_not_issued,smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued,smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_membar_not_issued,smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_misc_not_issued,smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued,smsp__pcsamp_warps_issue_stalled_not_selected_not_issued,smsp__pcsamp_warps_issue_stalled_selected_not_issued,smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_sleeping_not_issued,smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_wait_not_issued"
idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
idc__request_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
idc__request_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
idc__request_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
inst_executed [inst],"16,652 {72}"
l1tex__cycles_active.avg [cycle],"4,771.62"
l1tex__cycles_active.max [cycle],"76,346"
l1tex__cycles_active.min [cycle],0
l1tex__cycles_active.sum [cycle],"76,346"
l1tex__cycles_elapsed.avg [cycle],"78,004"
l1tex__cycles_elapsed.max [cycle],"78,016"
l1tex__cycles_elapsed.min [cycle],"77,992"
l1tex__cycles_elapsed.sum [cycle],"12,48,064"
l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,0
l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed [%],0.03
l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed [%],0.49
l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed [%],0
l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed [%],0.03
l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed [%],0.03
l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed [%],0.49
l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed [%],0
l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed [%],0.03
l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0.28
l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed [%],4.45
l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0.28
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,"1,572"
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed [%],0.13
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0.15
l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed [%],2.44
l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed [%],0
l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0.15
