smsp__pcsamp_warps_issue_stalled_barrier_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_branch_resolving [branches],0 {17}
smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued [branches],0 {17}
smsp__pcsamp_warps_issue_stalled_dispatch_stall [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_drain [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_drain_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_imc_miss [warp],1 {17}
smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued [warp],1 {17}
smsp__pcsamp_warps_issue_stalled_lg_throttle [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_long_scoreboard [warp],61 {17}
smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued [warp],61 {17}
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_membar [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_membar_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_mio_throttle [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_misc [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_misc_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_no_instructions [inst],0 {17}
smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued [inst],0 {17}
smsp__pcsamp_warps_issue_stalled_not_selected [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_not_selected_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_selected [warp],1 {17}
smsp__pcsamp_warps_issue_stalled_selected_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_short_scoreboard [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_sleeping [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_sleeping_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_tex_throttle [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued [warp],0 {17}
smsp__pcsamp_warps_issue_stalled_wait [warp],11 {17}
smsp__pcsamp_warps_issue_stalled_wait_not_issued [warp],11 {17}
smsp__sass_average_branch_targets_threads_uniform.pct [%],100
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.ratio [byte/sector],28.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.ratio [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_local_op_ld.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_local_op_ld.ratio [byte/sector],0
smsp__sass_average_data_bytes_per_sector_mem_local_op_st.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_local_op_st.ratio [byte/sector],0
smsp__sass_branch_targets_threads_divergent.avg,0
smsp__sass_branch_targets_threads_divergent.max,0
smsp__sass_branch_targets_threads_divergent.min,0
smsp__sass_branch_targets_threads_divergent.sum,0
smsp__sass_inst_executed_memdesc_explicit_evict_type,0 {10}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_first [inst],0 {10}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_last [inst],0 {10}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_normal [inst],0 {10}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_normal_demote [inst],0 {10}
smsp__sass_inst_executed_memdesc_explicit_missprop_evict_first [inst],0 {10}
smsp__sass_inst_executed_memdesc_explicit_missprop_evict_normal [inst],0 {10}
smsp__sass_inst_executed_op_global_ld.sum [inst],"1,892"
smsp__sass_inst_executed_op_global_st.sum [inst],4
smsp__sass_inst_executed_op_local_ld.sum [inst],0
smsp__sass_inst_executed_op_local_st.sum [inst],0
smsp__sass_inst_executed_op_shared_ld.sum [inst],0
smsp__sass_inst_executed_op_shared_st.sum [inst],0
smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_ldgsts.sum,0
smsp__sass_l1tex_data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts_cache_access.sum,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum,0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed [%],0
smsp__sass_l1tex_m_xbar2l1tex_read_sectors_mem_global_op_ldgsts_cache_bypass.sum [sector],0
smsp__sass_l1tex_m_xbar2l1tex_read_sectors_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fadd_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fadd_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fadd_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fadd_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_ffma_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_ffma_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_ffma_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fmul_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fmul_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fmul_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__thread_inst_executed_per_inst_executed.ratio,32
smsp__thread_inst_executed_pred_on_per_inst_executed.ratio,22.96
smsp__warps_active.avg.peak_sustained [warp],12
smsp__warps_active.avg.per_cycle_active [warp],1.01
smsp__warps_active.max.peak_sustained [warp],12
smsp__warps_active.max.per_cycle_active [warp],16.11
smsp__warps_active.min.peak_sustained [warp],12
smsp__warps_active.min.per_cycle_active [warp],0
smsp__warps_active.sum.peak_sustained [warp],768
smsp__warps_active.sum.per_cycle_active [warp],64.36
smsp__warps_eligible.avg.per_cycle_active [warp],0.06
smsp__warps_eligible.max.per_cycle_active [warp],0.88
smsp__warps_eligible.min.per_cycle_active [warp],0
smsp__warps_eligible.sum.per_cycle_active [warp],3.53
thread_inst_executed [inst],"5,32,864 {72}"
thread_inst_executed_true [inst],"3,82,336 {72}"
